Year,Month,Day,location,WindSpeed9am,Humidity9am,State
2015,8,17,Brimbank,20,89,VIC
2015,8,18,Brimbank,15,74,VIC
2015,8,19,Brimbank,9,80,VIC
2015,8,20,Brimbank,43,60,VIC
2015,8,21,Brimbank,43,51,VIC
2015,8,22,Brimbank,20,75,VIC
2015,8,23,Brimbank,13,83,VIC
2015,8,24,Brimbank,9,79,VIC
2015,8,25,Brimbank,28,78,VIC
2015,8,26,Brimbank,9,80,VIC
2015,8,27,Brimbank,11,93,VIC
2015,8,28,Brimbank,15,87,VIC
2015,8,29,Brimbank,22,69,VIC
2015,8,30,Brimbank,20,85,VIC
2015,8,31,Brimbank,13,67,VIC
2015,9,1,Brimbank,9,70,VIC
2015,9,2,Brimbank,24,63,VIC
2015,9,3,Brimbank,22,86,VIC
2015,9,4,Brimbank,9,64,VIC
2015,9,5,Brimbank,11,72,VIC
2015,9,6,Brimbank,31,75,VIC
2015,9,7,Brimbank,33,58,VIC
2015,9,8,Brimbank,24,84,VIC
2015,9,9,Brimbank,20,86,VIC
2015,9,10,Brimbank,15,77,VIC
2015,9,11,Brimbank,28,67,VIC
2015,9,12,Brimbank,43,61,VIC
2015,9,13,Brimbank,35,50,VIC
2015,9,14,Brimbank,39,48,VIC
2015,9,15,Brimbank,31,70,VIC
2015,9,16,Brimbank,11,72,VIC
2015,9,17,Brimbank,11,74,VIC
2015,9,18,Brimbank,11,90,VIC
2015,9,19,Brimbank,7,87,VIC
2015,9,20,Brimbank,37,63,VIC
2015,9,21,Brimbank,30,61,VIC
2015,9,22,Brimbank,31,81,VIC
2015,9,23,Brimbank,30,51,VIC
2015,9,24,Brimbank,17,74,VIC
2015,9,25,Brimbank,9,72,VIC
2015,9,26,Brimbank,11,80,VIC
2015,9,27,Brimbank,2,76,VIC
2015,9,28,Brimbank,30,41,VIC
2015,9,29,Brimbank,17,54,VIC
2015,9,30,Brimbank,15,81,VIC
2015,10,1,Brimbank,9,43,VIC
2015,10,2,Brimbank,26,52,VIC
2015,10,3,Brimbank,46,39,VIC
2015,10,4,Brimbank,0,52,VIC
2015,10,5,Brimbank,28,48,VIC
2015,10,6,Brimbank,37,23,VIC
2015,10,7,Brimbank,33,41,VIC
2015,10,8,Brimbank,11,69,VIC
2015,10,9,Brimbank,30,47,VIC
2015,10,10,Brimbank,35,44,VIC
2015,10,11,Brimbank,11,73,VIC
2015,10,12,Brimbank,13,95,VIC
2015,10,13,Brimbank,7,70,VIC
2015,10,14,Brimbank,19,69,VIC
2015,10,15,Brimbank,35,49,VIC
2015,10,16,Brimbank,22,51,VIC
2015,10,17,Brimbank,13,82,VIC
2015,10,18,Brimbank,17,68,VIC
2015,10,19,Brimbank,9,73,VIC
2015,10,20,Brimbank,28,25,VIC
2015,10,21,Brimbank,9,86,VIC
2015,10,22,Brimbank,17,81,VIC
2015,10,23,Brimbank,17,62,VIC
2015,10,24,Brimbank,7,70,VIC
2015,10,25,Brimbank,39,37,VIC
2015,10,26,Brimbank,31,96,VIC
2015,10,27,Brimbank,24,56,VIC
2015,10,28,Brimbank,43,39,VIC
2015,10,29,Brimbank,9,84,VIC
2015,10,30,Brimbank,13,39,VIC
2015,10,31,Brimbank,11,94,VIC
2015,11,1,Brimbank,46,66,VIC
2015,11,2,Brimbank,13,81,VIC
2015,11,3,Brimbank,22,52,VIC
2015,11,4,Brimbank,7,75,VIC
2015,11,5,Brimbank,4,95,VIC
2015,11,6,Brimbank,20,91,VIC
2015,11,7,Brimbank,35,81,VIC
2015,11,8,Brimbank,13,67,VIC
2015,11,9,Brimbank,31,27,VIC
2015,11,10,Brimbank,22,83,VIC
2015,11,11,Brimbank,19,72,VIC
2015,11,12,Brimbank,6,85,VIC
2015,11,13,Brimbank,19,83,VIC
2015,11,14,Brimbank,19,65,VIC
2015,11,15,Brimbank,20,67,VIC
2015,11,16,Brimbank,9,73,VIC
2015,11,17,Brimbank,39,33,VIC
2015,11,18,Brimbank,6,77,VIC
2015,11,19,Brimbank,20,47,VIC
2015,11,20,Brimbank,11,75,VIC
2015,11,21,Brimbank,20,70,VIC
2015,11,22,Brimbank,15,56,VIC
2015,11,23,Brimbank,17,77,VIC
2015,11,24,Brimbank,13,55,VIC
2015,11,25,Brimbank,31,33,VIC
2015,11,26,Brimbank,39,53,VIC
2015,11,27,Brimbank,28,48,VIC
2015,11,28,Brimbank,13,55,VIC
2015,11,29,Brimbank,13,62,VIC
2015,11,30,Brimbank,35,41,VIC
2015,12,1,Brimbank,19,52,VIC
2015,12,2,Brimbank,26,44,VIC
2015,12,3,Brimbank,9,59,VIC
2015,12,4,Brimbank,7,66,VIC
2015,12,5,Brimbank,9,82,VIC
2015,12,6,Brimbank,9,79,VIC
2015,12,7,Brimbank,6,76,VIC
2015,12,8,Brimbank,30,61,VIC
2015,12,9,Brimbank,20,51,VIC
2015,12,10,Brimbank,7,69,VIC
2015,12,11,Brimbank,30,42,VIC
2015,12,12,Brimbank,24,43,VIC
2015,12,13,Brimbank,9,45,VIC
2015,12,14,Brimbank,9,56,VIC
2015,12,15,Brimbank,13,74,VIC
2015,12,16,Brimbank,9,77,VIC
2015,12,17,Brimbank,44,33,VIC
2015,12,18,Brimbank,35,17,VIC
2015,12,19,Brimbank,46,18,VIC
2015,12,20,Brimbank,39,16,VIC
2015,12,21,Brimbank,24,73,VIC
2015,12,22,Brimbank,13,58,VIC
2015,12,23,Brimbank,7,68,VIC
2015,12,24,Brimbank,33,40,VIC
2015,12,25,Brimbank,48,34,VIC
2015,12,26,Brimbank,24,92,VIC
2015,12,27,Brimbank,13,63,VIC
2015,12,28,Brimbank,20,56,VIC
2015,12,29,Brimbank,9,70,VIC
2015,12,30,Brimbank,6,50,VIC
2015,12,31,Brimbank,31,14,VIC
2016,1,1,Brimbank,19,52,VIC
2016,1,2,Brimbank,17,70,VIC
2016,1,3,Brimbank,11,64,VIC
2016,1,4,Brimbank,11,74,VIC
2016,1,5,Brimbank,7,63,VIC
2016,1,6,Brimbank,17,76,VIC
2016,1,7,Brimbank,19,71,VIC
2016,1,8,Brimbank,19,60,VIC
2016,1,9,Brimbank,15,75,VIC
2016,1,10,Brimbank,9,71,VIC
2016,1,11,Brimbank,13,22,VIC
2016,1,12,Brimbank,17,70,VIC
2016,1,13,Brimbank,19,33,VIC
2016,1,14,Brimbank,20,73,VIC
2016,1,15,Brimbank,26,68,VIC
2016,1,16,Brimbank,9,56,VIC
2016,1,17,Brimbank,39,38,VIC
2016,1,18,Brimbank,37,19,VIC
2016,1,19,Brimbank,9,77,VIC
2016,1,20,Brimbank,13,83,VIC
2016,1,21,Brimbank,11,91,VIC
2016,1,22,Brimbank,15,90,VIC
2016,1,23,Brimbank,19,86,VIC
2016,1,24,Brimbank,19,91,VIC
2016,1,25,Brimbank,20,76,VIC
2016,1,26,Brimbank,7,76,VIC
2016,1,27,Brimbank,13,75,VIC
2016,1,28,Brimbank,44,64,VIC
2016,1,29,Brimbank,9,96,VIC
2016,1,30,Brimbank,13,89,VIC
2016,1,31,Brimbank,31,73,VIC
2016,2,1,Brimbank,9,72,VIC
2016,2,2,Brimbank,13,82,VIC
2016,2,3,Brimbank,20,95,VIC
2016,2,4,Brimbank,24,61,VIC
2016,2,5,Brimbank,11,73,VIC
2016,2,6,Brimbank,28,46,VIC
2016,2,7,Brimbank,28,43,VIC
2016,2,8,Brimbank,13,79,VIC
2016,2,9,Brimbank,15,64,VIC
2016,2,10,Brimbank,11,72,VIC
2016,2,11,Brimbank,17,70,VIC
2016,2,12,Brimbank,13,73,VIC
2016,2,13,Brimbank,20,26,VIC
2016,2,14,Brimbank,19,62,VIC
2016,2,15,Brimbank,15,60,VIC
2016,2,16,Brimbank,28,58,VIC
2016,2,17,Brimbank,26,67,VIC
2016,2,18,Brimbank,19,86,VIC
2016,2,19,Brimbank,13,72,VIC
2016,2,20,Brimbank,11,57,VIC
2016,2,21,Brimbank,9,71,VIC
2016,2,22,Brimbank,24,28,VIC
2016,2,23,Brimbank,50,30,VIC
2016,2,24,Brimbank,24,48,VIC
2016,2,25,Brimbank,11,93,VIC
2016,2,26,Brimbank,19,65,VIC
2016,2,27,Brimbank,19,68,VIC
2016,2,28,Brimbank,20,58,VIC
2016,2,29,Brimbank,19,70,VIC
2016,3,1,Brimbank,7,81,VIC
2016,3,2,Brimbank,11,29,VIC
2016,3,3,Brimbank,13,71,VIC
2016,3,4,Brimbank,7,67,VIC
2016,3,5,Brimbank,13,90,VIC
2016,3,6,Brimbank,7,83,VIC
2016,3,7,Brimbank,0,80,VIC
2016,3,8,Brimbank,6,80,VIC
2016,3,9,Brimbank,33,31,VIC
2016,3,10,Brimbank,15,92,VIC
2016,3,11,Brimbank,4,89,VIC
2016,3,12,Brimbank,4,88,VIC
2016,3,13,Brimbank,11,94,VIC
2016,3,14,Brimbank,20,84,VIC
2016,3,15,Brimbank,11,75,VIC
2016,3,16,Brimbank,4,81,VIC
2016,3,17,Brimbank,46,48,VIC
2016,3,18,Brimbank,11,94,VIC
2016,3,19,Brimbank,22,85,VIC
2016,3,20,Brimbank,13,61,VIC
2016,3,21,Brimbank,7,87,VIC
2016,3,22,Brimbank,7,87,VIC
2016,3,23,Brimbank,24,40,VIC
2016,3,24,Brimbank,9,91,VIC
2016,3,25,Brimbank,15,78,VIC
2016,3,26,Brimbank,13,80,VIC
2016,3,27,Brimbank,13,86,VIC
2016,3,28,Brimbank,9,62,VIC
2016,3,29,Brimbank,22,55,VIC
2016,3,30,Brimbank,13,61,VIC
2016,3,31,Brimbank,9,65,VIC
2016,4,1,Brimbank,24,63,VIC
2016,4,2,Brimbank,9,44,VIC
2016,4,3,Brimbank,15,63,VIC
2016,4,4,Brimbank,9,67,VIC
2016,4,5,Brimbank,26,30,VIC
2016,4,6,Brimbank,17,95,VIC
2016,4,7,Brimbank,9,67,VIC
2016,4,8,Brimbank,7,70,VIC
2016,4,9,Brimbank,19,60,VIC
2016,4,10,Brimbank,26,54,VIC
2016,4,11,Brimbank,28,75,VIC
2016,4,12,Brimbank,22,77,VIC
2016,4,13,Brimbank,13,73,VIC
2016,4,14,Brimbank,9,91,VIC
2016,4,15,Brimbank,20,38,VIC
2016,4,16,Brimbank,9,74,VIC
2016,4,17,Brimbank,22,51,VIC
2016,4,18,Brimbank,15,66,VIC
2016,4,19,Brimbank,35,50,VIC
2016,4,20,Brimbank,30,44,VIC
2016,4,21,Brimbank,24,35,VIC
2016,4,22,Brimbank,26,64,VIC
2016,4,23,Brimbank,7,87,VIC
2016,4,24,Brimbank,6,81,VIC
2016,4,25,Brimbank,30,57,VIC
2016,4,26,Brimbank,20,54,VIC
2016,4,27,Brimbank,41,39,VIC
2016,4,28,Brimbank,33,49,VIC
2016,4,29,Brimbank,22,75,VIC
2016,4,30,Brimbank,31,79,VIC
2016,5,1,Brimbank,33,54,VIC
2016,5,2,Brimbank,24,66,VIC
2016,5,3,Brimbank,46,52,VIC
2016,5,4,Brimbank,17,64,VIC
2016,5,5,Brimbank,30,56,VIC
2016,5,6,Brimbank,48,56,VIC
2016,5,7,Brimbank,35,51,VIC
2016,5,8,Brimbank,9,93,VIC
2016,5,9,Brimbank,57,85,VIC
2016,5,10,Brimbank,33,84,VIC
2016,5,11,Brimbank,24,62,VIC
2016,5,12,Brimbank,22,69,VIC
2016,5,13,Brimbank,15,70,VIC
2016,5,14,Brimbank,24,74,VIC
2016,5,15,Brimbank,19,51,VIC
2016,5,16,Brimbank,31,68,VIC
2016,5,17,Brimbank,28,55,VIC
2016,5,18,Brimbank,15,60,VIC
2016,5,19,Brimbank,30,61,VIC
2016,5,20,Brimbank,11,78,VIC
2016,5,21,Brimbank,22,70,VIC
2016,5,22,Brimbank,30,62,VIC
2016,5,23,Brimbank,28,61,VIC
2016,5,24,Brimbank,20,78,VIC
2016,5,25,Brimbank,43,78,VIC
2016,5,26,Brimbank,22,92,VIC
2016,5,27,Brimbank,19,83,VIC
2016,5,28,Brimbank,15,90,VIC
2016,5,29,Brimbank,20,62,VIC
2016,5,30,Brimbank,17,72,VIC
2016,5,31,Brimbank,13,78,VIC
2016,6,1,Brimbank,11,79,VIC
2016,6,2,Brimbank,9,80,VIC
2016,6,3,Brimbank,2,97,VIC
2016,6,4,Brimbank,0,97,VIC
2016,6,5,Brimbank,17,91,VIC
2016,6,6,Brimbank,22,79,VIC
2016,6,7,Brimbank,13,82,VIC
2016,6,8,Brimbank,26,87,VIC
2016,6,9,Brimbank,26,68,VIC
2016,6,10,Brimbank,24,64,VIC
2016,6,11,Brimbank,19,84,VIC
2016,6,12,Brimbank,11,67,VIC
2016,6,13,Brimbank,20,73,VIC
2016,6,14,Brimbank,22,72,VIC
2016,6,15,Brimbank,22,75,VIC
2016,6,16,Brimbank,43,74,VIC
2016,6,17,Brimbank,13,89,VIC
2016,6,18,Brimbank,7,90,VIC
2016,6,19,Brimbank,7,89,VIC
2016,6,20,Brimbank,26,97,VIC
2016,6,21,Brimbank,19,74,VIC
2016,6,22,Brimbank,20,66,VIC
2016,6,23,Brimbank,37,74,VIC
2016,6,24,Brimbank,28,71,VIC
2016,6,25,Brimbank,17,74,VIC
2016,6,26,Brimbank,24,87,VIC
2016,6,27,Brimbank,24,81,VIC
2016,6,28,Brimbank,24,76,VIC
2016,6,29,Brimbank,26,86,VIC
2016,6,30,Brimbank,43,73,VIC
2016,7,1,Brimbank,22,86,VIC
2016,7,2,Brimbank,15,76,VIC
2016,7,3,Brimbank,20,78,VIC
2016,7,4,Brimbank,9,75,VIC
2016,7,5,Brimbank,17,93,VIC
2016,7,6,Brimbank,30,86,VIC
2016,7,7,Brimbank,13,96,VIC
2016,7,8,Brimbank,0,95,VIC
2016,7,9,Brimbank,15,88,VIC
2016,7,10,Brimbank,30,87,VIC
2016,7,11,Brimbank,41,68,VIC
2016,7,12,Brimbank,41,58,VIC
2016,7,13,Brimbank,31,71,VIC
2016,7,14,Brimbank,28,69,VIC
2016,7,15,Brimbank,13,66,VIC
2016,7,16,Brimbank,0,72,VIC
2016,7,17,Brimbank,39,81,VIC
2016,7,18,Brimbank,43,74,VIC
2016,7,19,Brimbank,13,85,VIC
2016,7,20,Brimbank,7,83,VIC
2016,7,21,Brimbank,28,88,VIC
2016,7,22,Brimbank,22,72,VIC
2016,7,23,Brimbank,26,61,VIC
2016,7,24,Brimbank,33,81,VIC
2016,7,25,Brimbank,19,73,VIC
2016,7,26,Brimbank,24,72,VIC
2016,7,27,Brimbank,20,95,VIC
2016,7,28,Brimbank,19,79,VIC
2016,7,29,Brimbank,30,79,VIC
2016,7,30,Brimbank,33,81,VIC
2016,7,31,Brimbank,17,84,VIC
2016,8,1,Brimbank,35,90,VIC
2016,8,2,Brimbank,13,88,VIC
2016,8,3,Brimbank,17,96,VIC
2016,8,4,Brimbank,7,94,VIC
2016,8,5,Brimbank,13,76,VIC
2016,8,6,Brimbank,11,77,VIC
2016,8,7,Brimbank,15,63,VIC
2016,8,8,Brimbank,31,63,VIC
2016,8,9,Brimbank,54,67,VIC
2016,8,10,Brimbank,31,63,VIC
2016,8,11,Brimbank,15,68,VIC
2016,8,12,Brimbank,33,73,VIC
2016,8,13,Brimbank,28,81,VIC
2016,8,14,Brimbank,19,72,VIC
2016,8,15,Brimbank,26,81,VIC
2016,8,16,Brimbank,41,70,VIC
2016,8,17,Brimbank,17,82,VIC
2016,8,18,Brimbank,26,73,VIC
2016,8,19,Brimbank,24,58,VIC
2016,8,20,Brimbank,20,65,VIC
2016,8,21,Brimbank,19,75,VIC
2016,8,22,Brimbank,24,81,VIC
2016,8,23,Brimbank,7,84,VIC
2016,8,24,Brimbank,6,91,VIC
2016,8,25,Brimbank,11,85,VIC
2016,8,26,Brimbank,17,76,VIC
2016,8,27,Brimbank,17,59,VIC
2016,8,28,Brimbank,33,67,VIC
2016,8,29,Brimbank,31,68,VIC
2016,8,30,Brimbank,26,63,VIC
2016,8,31,Brimbank,24,65,VIC
2016,9,1,Brimbank,9,94,VIC
2016,9,2,Brimbank,9,91,VIC
2016,9,3,Brimbank,19,78,VIC
2016,9,4,Brimbank,22,67,VIC
2016,9,5,Brimbank,9,70,VIC
2016,9,6,Brimbank,24,70,VIC
2016,9,7,Brimbank,17,79,VIC
2016,9,8,Brimbank,35,65,VIC
2016,9,9,Brimbank,28,91,VIC
2016,9,10,Brimbank,24,76,VIC
2016,9,11,Brimbank,15,71,VIC
2016,9,12,Brimbank,9,92,VIC
2016,9,13,Brimbank,7,96,VIC
2016,9,14,Brimbank,15,80,VIC
2016,9,15,Brimbank,24,80,VIC
2016,9,16,Brimbank,11,69,VIC
2016,9,17,Brimbank,43,69,VIC
2016,9,18,Brimbank,17,87,VIC
2016,9,19,Brimbank,17,73,VIC
2016,9,20,Brimbank,28,58,VIC
2016,9,21,Brimbank,0,92,VIC
2016,9,22,Brimbank,28,79,VIC
2016,9,23,Brimbank,0,75,VIC
2016,9,24,Brimbank,24,70,VIC
2016,9,25,Brimbank,22,66,VIC
2016,9,26,Brimbank,13,62,VIC
2016,9,27,Brimbank,22,72,VIC
2016,9,28,Brimbank,28,68,VIC
2016,9,29,Brimbank,20,67,VIC
2016,9,30,Brimbank,17,69,VIC
2016,10,1,Brimbank,31,75,VIC
2016,10,2,Brimbank,65,70,VIC
2016,10,3,Brimbank,22,70,VIC
2016,10,4,Brimbank,35,70,VIC
2016,10,5,Brimbank,30,78,VIC
2016,10,6,Brimbank,26,68,VIC
2016,10,7,Brimbank,41,48,VIC
2016,10,8,Brimbank,15,74,VIC
2016,10,9,Brimbank,61,65,VIC
2016,10,10,Brimbank,20,64,VIC
2016,10,11,Brimbank,26,68,VIC
2016,10,12,Brimbank,20,73,VIC
2016,10,13,Brimbank,7,71,VIC
2016,10,14,Brimbank,13,74,VIC
2016,10,15,Brimbank,41,57,VIC
2016,10,16,Brimbank,41,61,VIC
2016,10,17,Brimbank,20,70,VIC
2016,10,18,Brimbank,9,80,VIC
2016,10,19,Brimbank,17,68,VIC
2016,10,20,Brimbank,44,50,VIC
2016,10,21,Brimbank,41,53,VIC
2016,10,22,Brimbank,31,72,VIC
2016,10,23,Brimbank,19,85,VIC
2016,10,24,Brimbank,13,73,VIC
2016,10,25,Brimbank,50,58,VIC
2016,10,26,Brimbank,17,84,VIC
2016,10,27,Brimbank,19,84,VIC
2016,10,28,Brimbank,7,77,VIC
2016,10,29,Brimbank,6,81,VIC
2016,10,30,Brimbank,41,55,VIC
2016,10,31,Brimbank,37,51,VIC
2016,11,1,Brimbank,26,52,VIC
2016,11,2,Brimbank,22,60,VIC
2016,11,3,Brimbank,19,59,VIC
2016,11,4,Brimbank,33,52,VIC
2016,11,5,Brimbank,35,59,VIC
2016,11,6,Brimbank,24,60,VIC
2016,11,7,Brimbank,52,50,VIC
2016,11,8,Brimbank,17,54,VIC
2016,11,9,Brimbank,15,77,VIC
2016,11,10,Brimbank,9,78,VIC
2016,11,11,Brimbank,11,69,VIC
2016,11,12,Brimbank,28,75,VIC
2016,11,13,Brimbank,33,69,VIC
2016,11,14,Brimbank,28,78,VIC
2016,11,15,Brimbank,20,67,VIC
2016,11,16,Brimbank,11,83,VIC
2016,11,17,Brimbank,26,61,VIC
2016,11,18,Brimbank,6,78,VIC
2016,11,19,Brimbank,11,71,VIC
2016,11,20,Brimbank,2,69,VIC
2016,11,21,Brimbank,43,52,VIC
2016,11,22,Brimbank,13,97,VIC
2016,11,23,Brimbank,19,75,VIC
2016,11,24,Brimbank,26,76,VIC
2016,11,25,Brimbank,24,64,VIC
2016,11,26,Brimbank,22,65,VIC
2016,11,27,Brimbank,17,75,VIC
2016,11,28,Brimbank,7,81,VIC
2016,11,29,Brimbank,9,70,VIC
2016,11,30,Brimbank,17,82,VIC
2016,12,1,Brimbank,6,73,VIC
2016,12,2,Brimbank,17,62,VIC
2016,12,3,Brimbank,11,62,VIC
2016,12,4,Brimbank,6,53,VIC
2016,12,5,Brimbank,22,67,VIC
2016,12,6,Brimbank,9,70,VIC
2016,12,7,Brimbank,9,60,VIC
2016,12,8,Brimbank,43,90,VIC
2016,12,9,Brimbank,35,56,VIC
2016,12,10,Brimbank,13,55,VIC
2016,12,11,Brimbank,13,87,VIC
2016,12,12,Brimbank,11,62,VIC
2016,12,13,Brimbank,43,23,VIC
2016,12,14,Brimbank,24,54,VIC
2016,12,15,Brimbank,30,50,VIC
2016,12,16,Brimbank,7,64,VIC
2016,12,17,Brimbank,31,54,VIC
2016,12,18,Brimbank,15,49,VIC
2016,12,19,Brimbank,41,40,VIC
2016,12,20,Brimbank,28,82,VIC
2016,12,21,Brimbank,24,55,VIC
2016,12,22,Brimbank,15,63,VIC
2016,12,23,Brimbank,9,72,VIC
2016,12,24,Brimbank,9,83,VIC
2016,12,25,Brimbank,41,39,VIC
2016,12,26,Brimbank,37,35,VIC
2016,12,27,Brimbank,7,85,VIC
2016,12,28,Brimbank,35,46,VIC
2016,12,29,Brimbank,37,59,VIC
2016,12,30,Brimbank,15,67,VIC
2016,12,31,Brimbank,11,59,VIC
2017,1,1,Brimbank,13,77,VIC
2017,1,2,Brimbank,20,93,VIC
2017,1,3,Brimbank,17,65,VIC
2017,1,4,Brimbank,9,68,VIC
2017,1,5,Brimbank,24,47,VIC
2017,1,6,Brimbank,7,80,VIC
2017,1,7,Brimbank,43,39,VIC
2017,1,8,Brimbank,28,36,VIC
2017,1,9,Brimbank,13,72,VIC
2017,1,10,Brimbank,13,84,VIC
2017,1,11,Brimbank,17,63,VIC
2017,1,12,Brimbank,11,61,VIC
2017,1,13,Brimbank,20,54,VIC
2017,1,14,Brimbank,20,57,VIC
2017,1,15,Brimbank,15,56,VIC
2017,1,16,Brimbank,9,67,VIC
2017,1,17,Brimbank,13,23,VIC
2017,1,18,Brimbank,28,58,VIC
2017,1,19,Brimbank,22,58,VIC
2017,1,20,Brimbank,11,88,VIC
2017,1,21,Brimbank,22,65,VIC
2017,1,22,Brimbank,9,75,VIC
2017,1,23,Brimbank,17,43,VIC
2017,1,24,Brimbank,35,57,VIC
2017,1,25,Brimbank,9,63,VIC
2017,1,26,Brimbank,22,65,VIC
2017,1,27,Brimbank,19,64,VIC
2017,1,28,Brimbank,15,58,VIC
2017,1,29,Brimbank,13,71,VIC
2017,1,30,Brimbank,33,59,VIC
2017,1,31,Brimbank,26,49,VIC
2017,2,1,Brimbank,9,61,VIC
2017,2,2,Brimbank,20,57,VIC
2017,2,3,Brimbank,7,66,VIC
2017,2,4,Brimbank,4,74,VIC
2017,2,5,Brimbank,24,59,VIC
2017,2,6,Brimbank,17,94,VIC
2017,2,7,Brimbank,22,60,VIC
2017,2,8,Brimbank,15,68,VIC
2017,2,9,Brimbank,63,56,VIC
2017,2,10,Brimbank,13,87,VIC
2017,2,11,Brimbank,9,77,VIC
2017,2,12,Brimbank,17,85,VIC
2017,2,13,Brimbank,33,73,VIC
2017,2,14,Brimbank,22,86,VIC
2017,2,15,Brimbank,31,63,VIC
2017,2,16,Brimbank,17,89,VIC
2017,2,17,Brimbank,13,72,VIC
2017,2,18,Brimbank,17,60,VIC
2017,2,19,Brimbank,22,56,VIC
2017,2,20,Brimbank,31,70,VIC
2017,2,21,Brimbank,9,71,VIC
2017,2,22,Brimbank,26,31,VIC
2017,2,23,Brimbank,22,56,VIC
2017,2,24,Brimbank,20,66,VIC
2017,2,25,Brimbank,22,56,VIC
2017,2,26,Brimbank,7,82,VIC
2017,2,27,Brimbank,35,36,VIC
2017,2,28,Brimbank,31,36,VIC
2017,3,1,Brimbank,11,41,VIC
2017,3,2,Brimbank,7,89,VIC
2017,3,3,Brimbank,17,86,VIC
2017,3,4,Brimbank,13,89,VIC
2017,3,5,Brimbank,15,85,VIC
2017,3,6,Brimbank,24,75,VIC
2017,3,7,Brimbank,9,73,VIC
2017,3,8,Brimbank,9,69,VIC
2017,3,9,Brimbank,31,44,VIC
2017,3,10,Brimbank,7,71,VIC
2017,3,11,Brimbank,4,77,VIC
2017,3,12,Brimbank,7,91,VIC
2017,3,13,Brimbank,11,84,VIC
2017,3,14,Brimbank,9,81,VIC
2017,3,15,Brimbank,30,48,VIC
2017,3,16,Brimbank,28,86,VIC
2017,3,17,Brimbank,30,56,VIC
2017,3,18,Brimbank,13,71,VIC
2017,3,19,Brimbank,24,43,VIC
2017,3,20,Brimbank,15,97,VIC
2017,3,21,Brimbank,9,97,VIC
2017,3,22,Brimbank,22,97,VIC
2017,3,23,Brimbank,19,82,VIC
2017,3,24,Brimbank,9,89,VIC
2017,3,25,Brimbank,37,65,VIC
2017,3,26,Brimbank,6,90,VIC
2017,3,27,Brimbank,56,52,VIC
2017,3,28,Brimbank,13,73,VIC
2017,3,29,Brimbank,28,53,VIC
2017,3,30,Brimbank,22,78,VIC
2017,3,31,Brimbank,11,76,VIC
2017,4,1,Brimbank,22,83,VIC
2017,4,2,Brimbank,15,65,VIC
2017,4,3,Brimbank,9,68,VIC
2017,4,4,Brimbank,13,52,VIC
2017,4,5,Brimbank,31,50,VIC
2017,4,6,Brimbank,28,38,VIC
2017,4,7,Brimbank,35,38,VIC
2017,4,8,Brimbank,41,43,VIC
2017,4,9,Brimbank,28,86,VIC
2017,4,10,Brimbank,31,94,VIC
2017,4,11,Brimbank,15,94,VIC
2017,4,12,Brimbank,7,85,VIC
2017,4,13,Brimbank,9,83,VIC
2017,4,14,Brimbank,11,79,VIC
2017,4,15,Brimbank,11,73,VIC
2017,4,16,Brimbank,9,71,VIC
2017,4,17,Brimbank,2,85,VIC
2017,4,18,Brimbank,7,89,VIC
2017,4,19,Brimbank,6,86,VIC
2017,4,20,Brimbank,37,49,VIC
2017,4,21,Brimbank,35,87,VIC
2017,4,22,Brimbank,30,83,VIC
2017,4,23,Brimbank,11,80,VIC
2017,4,24,Brimbank,17,93,VIC
2017,4,25,Brimbank,20,88,VIC
2017,4,26,Brimbank,30,86,VIC
2017,4,27,Brimbank,22,77,VIC
2017,4,28,Brimbank,11,71,VIC
2017,4,29,Brimbank,11,88,VIC
2017,4,30,Brimbank,9,64,VIC
2017,5,1,Brimbank,26,69,VIC
2017,5,2,Brimbank,20,75,VIC
2017,5,3,Brimbank,9,64,VIC
2017,5,4,Brimbank,7,80,VIC
2017,5,5,Brimbank,15,72,VIC
2017,5,6,Brimbank,19,57,VIC
2017,5,7,Brimbank,19,72,VIC
2017,5,8,Brimbank,17,86,VIC
2017,5,9,Brimbank,13,95,VIC
2017,5,10,Brimbank,13,80,VIC
2017,5,11,Brimbank,13,83,VIC
2017,5,12,Brimbank,24,68,VIC
2017,5,13,Brimbank,7,78,VIC
2017,5,14,Brimbank,11,92,VIC
2017,5,15,Brimbank,7,96,VIC
2017,5,16,Brimbank,9,89,VIC
2017,5,17,Brimbank,11,78,VIC
2017,5,18,Brimbank,7,79,VIC
2017,5,19,Brimbank,22,67,VIC
2017,5,20,Brimbank,22,85,VIC
2017,5,21,Brimbank,31,83,VIC
2017,5,22,Brimbank,28,79,VIC
2017,5,23,Brimbank,30,70,VIC
2017,5,24,Brimbank,13,73,VIC
2017,5,25,Brimbank,13,66,VIC
2017,5,26,Brimbank,6,83,VIC
2017,5,27,Brimbank,33,84,VIC
2017,5,28,Brimbank,13,71,VIC
2017,5,29,Brimbank,13,73,VIC
2017,5,30,Brimbank,17,88,VIC
2017,5,31,Brimbank,22,78,VIC
2017,6,1,Brimbank,9,85,VIC
2017,6,2,Brimbank,11,70,VIC
2017,6,3,Brimbank,9,79,VIC
2017,6,4,Brimbank,17,86,VIC
2017,6,5,Brimbank,15,78,VIC
2017,6,6,Brimbank,20,90,VIC
2017,6,7,Brimbank,9,83,VIC
2017,6,8,Brimbank,13,78,VIC
2017,6,9,Brimbank,9,92,VIC
2017,6,10,Brimbank,4,87,VIC
2017,6,11,Brimbank,19,79,VIC
