Day,Month,Year,Humidity9am,State,Suburb,location
7,6,2010,92, VIC,Melbourne,Melbourne
8,6,2010,68, VIC,Melbourne,Melbourne
9,6,2010,89, VIC,Melbourne,Melbourne
10,6,2010,74, VIC,Melbourne,Melbourne
11,6,2010,83, VIC,Melbourne,Melbourne
12,6,2010,84, VIC,Melbourne,Melbourne
13,6,2010,75, VIC,Melbourne,Melbourne
14,6,2010,69, VIC,Melbourne,Melbourne
15,6,2010,76, VIC,Melbourne,Melbourne
16,6,2010,83, VIC,Melbourne,Melbourne
17,6,2010,60, VIC,Melbourne,Melbourne
18,6,2010,76, VIC,Melbourne,Melbourne
19,6,2010,75, VIC,Melbourne,Melbourne
20,6,2010,89, VIC,Melbourne,Melbourne
21,6,2010,99, VIC,Melbourne,Melbourne
22,6,2010,86, VIC,Melbourne,Melbourne
23,6,2010,76, VIC,Melbourne,Melbourne
24,6,2010,66, VIC,Melbourne,Melbourne
25,6,2010,80, VIC,Melbourne,Melbourne
26,6,2010,79, VIC,Melbourne,Melbourne
27,6,2010,86, VIC,Melbourne,Melbourne
28,6,2010,72, VIC,Melbourne,Melbourne
29,6,2010,65, VIC,Melbourne,Melbourne
30,6,2010,80, VIC,Melbourne,Melbourne
1,7,2010,80, VIC,Melbourne,Melbourne
2,7,2010,74, VIC,Melbourne,Melbourne
3,7,2010,76, VIC,Melbourne,Melbourne
4,7,2010,78, VIC,Melbourne,Melbourne
5,7,2010,88, VIC,Melbourne,Melbourne
6,7,2010,76, VIC,Melbourne,Melbourne
7,7,2010,77, VIC,Melbourne,Melbourne
8,7,2010,86, VIC,Melbourne,Melbourne
9,7,2010,85, VIC,Melbourne,Melbourne
10,7,2010,51, VIC,Melbourne,Melbourne
11,7,2010,75, VIC,Melbourne,Melbourne
12,7,2010,79, VIC,Melbourne,Melbourne
13,7,2010,63, VIC,Melbourne,Melbourne
14,7,2010,62, VIC,Melbourne,Melbourne
15,7,2010,75, VIC,Melbourne,Melbourne
16,7,2010,61, VIC,Melbourne,Melbourne
17,7,2010,74, VIC,Melbourne,Melbourne
18,7,2010,71, VIC,Melbourne,Melbourne
19,7,2010,82, VIC,Melbourne,Melbourne
20,7,2010,73, VIC,Melbourne,Melbourne
21,7,2010,88, VIC,Melbourne,Melbourne
22,7,2010,83, VIC,Melbourne,Melbourne
23,7,2010,74, VIC,Melbourne,Melbourne
24,7,2010,75, VIC,Melbourne,Melbourne
25,7,2010,85, VIC,Melbourne,Melbourne
26,7,2010,82, VIC,Melbourne,Melbourne
27,7,2010,78, VIC,Melbourne,Melbourne
28,7,2010,87, VIC,Melbourne,Melbourne
29,7,2010,83, VIC,Melbourne,Melbourne
30,7,2010,81, VIC,Melbourne,Melbourne
31,7,2010,73, VIC,Melbourne,Melbourne
1,8,2010,87, VIC,Melbourne,Melbourne
2,8,2010,72, VIC,Melbourne,Melbourne
3,8,2010,76, VIC,Melbourne,Melbourne
4,8,2010,68, VIC,Melbourne,Melbourne
5,8,2010,73, VIC,Melbourne,Melbourne
6,8,2010,86, VIC,Melbourne,Melbourne
7,8,2010,86, VIC,Melbourne,Melbourne
8,8,2010,64, VIC,Melbourne,Melbourne
9,8,2010,65, VIC,Melbourne,Melbourne
10,8,2010,90, VIC,Melbourne,Melbourne
11,8,2010,79, VIC,Melbourne,Melbourne
12,8,2010,74, VIC,Melbourne,Melbourne
13,8,2010,86, VIC,Melbourne,Melbourne
14,8,2010,55, VIC,Melbourne,Melbourne
15,8,2010,78, VIC,Melbourne,Melbourne
16,8,2010,71, VIC,Melbourne,Melbourne
17,8,2010,68, VIC,Melbourne,Melbourne
18,8,2010,53, VIC,Melbourne,Melbourne
19,8,2010,58, VIC,Melbourne,Melbourne
20,8,2010,55, VIC,Melbourne,Melbourne
21,8,2010,64, VIC,Melbourne,Melbourne
22,8,2010,71, VIC,Melbourne,Melbourne
23,8,2010,59, VIC,Melbourne,Melbourne
24,8,2010,57, VIC,Melbourne,Melbourne
25,8,2010,62, VIC,Melbourne,Melbourne
26,8,2010,61, VIC,Melbourne,Melbourne
27,8,2010,64, VIC,Melbourne,Melbourne
28,8,2010,82, VIC,Melbourne,Melbourne
29,8,2010,79, VIC,Melbourne,Melbourne
30,8,2010,69, VIC,Melbourne,Melbourne
31,8,2010,56, VIC,Melbourne,Melbourne
1,9,2010,90, VIC,Melbourne,Melbourne
2,9,2010,62, VIC,Melbourne,Melbourne
3,9,2010,73, VIC,Melbourne,Melbourne
4,9,2010,87, VIC,Melbourne,Melbourne
5,9,2010,65, VIC,Melbourne,Melbourne
6,9,2010,56, VIC,Melbourne,Melbourne
7,9,2010,87, VIC,Melbourne,Melbourne
8,9,2010,68, VIC,Melbourne,Melbourne
9,9,2010,63, VIC,Melbourne,Melbourne
10,9,2010,74, VIC,Melbourne,Melbourne
11,9,2010,55, VIC,Melbourne,Melbourne
12,9,2010,55, VIC,Melbourne,Melbourne
13,9,2010,55, VIC,Melbourne,Melbourne
14,9,2010,54, VIC,Melbourne,Melbourne
15,9,2010,56, VIC,Melbourne,Melbourne
16,9,2010,59, VIC,Melbourne,Melbourne
17,9,2010,55, VIC,Melbourne,Melbourne
18,9,2010,77, VIC,Melbourne,Melbourne
19,9,2010,73, VIC,Melbourne,Melbourne
20,9,2010,78, VIC,Melbourne,Melbourne
21,9,2010,84, VIC,Melbourne,Melbourne
22,9,2010,64, VIC,Melbourne,Melbourne
23,9,2010,61, VIC,Melbourne,Melbourne
24,9,2010,62, VIC,Melbourne,Melbourne
25,9,2010,60, VIC,Melbourne,Melbourne
26,9,2010,68, VIC,Melbourne,Melbourne
27,9,2010,56, VIC,Melbourne,Melbourne
28,9,2010,47, VIC,Melbourne,Melbourne
29,9,2010,63, VIC,Melbourne,Melbourne
30,9,2010,56, VIC,Melbourne,Melbourne
1,10,2010,52, VIC,Melbourne,Melbourne
2,10,2010,62, VIC,Melbourne,Melbourne
3,10,2010,63, VIC,Melbourne,Melbourne
4,10,2010,54, VIC,Melbourne,Melbourne
5,10,2010,67, VIC,Melbourne,Melbourne
6,10,2010,73, VIC,Melbourne,Melbourne
7,10,2010,59, VIC,Melbourne,Melbourne
8,10,2010,73, VIC,Melbourne,Melbourne
9,10,2010,69, VIC,Melbourne,Melbourne
10,10,2010,80, VIC,Melbourne,Melbourne
11,10,2010,38, VIC,Melbourne,Melbourne
12,10,2010,55, VIC,Melbourne,Melbourne
13,10,2010,91, VIC,Melbourne,Melbourne
14,10,2010,76, VIC,Melbourne,Melbourne
15,10,2010,92, VIC,Melbourne,Melbourne
16,10,2010,77, VIC,Melbourne,Melbourne
17,10,2010,71, VIC,Melbourne,Melbourne
18,10,2010,60, VIC,Melbourne,Melbourne
19,10,2010,63, VIC,Melbourne,Melbourne
20,10,2010,63, VIC,Melbourne,Melbourne
21,10,2010,68, VIC,Melbourne,Melbourne
22,10,2010,49, VIC,Melbourne,Melbourne
23,10,2010,92, VIC,Melbourne,Melbourne
24,10,2010,46, VIC,Melbourne,Melbourne
25,10,2010,57, VIC,Melbourne,Melbourne
26,10,2010,40, VIC,Melbourne,Melbourne
27,10,2010,45, VIC,Melbourne,Melbourne
28,10,2010,57, VIC,Melbourne,Melbourne
29,10,2010,52, VIC,Melbourne,Melbourne
30,10,2010,82, VIC,Melbourne,Melbourne
31,10,2010,94, VIC,Melbourne,Melbourne
1,11,2010,63, VIC,Melbourne,Melbourne
2,11,2010,78, VIC,Melbourne,Melbourne
3,11,2010,68, VIC,Melbourne,Melbourne
4,11,2010,52, VIC,Melbourne,Melbourne
5,11,2010,55, VIC,Melbourne,Melbourne
6,11,2010,57, VIC,Melbourne,Melbourne
7,11,2010,50, VIC,Melbourne,Melbourne
8,11,2010,55, VIC,Melbourne,Melbourne
9,11,2010,54, VIC,Melbourne,Melbourne
10,11,2010,49, VIC,Melbourne,Melbourne
11,11,2010,74, VIC,Melbourne,Melbourne
12,11,2010,44, VIC,Melbourne,Melbourne
13,11,2010,96, VIC,Melbourne,Melbourne
14,11,2010,78, VIC,Melbourne,Melbourne
15,11,2010,73, VIC,Melbourne,Melbourne
16,11,2010,63, VIC,Melbourne,Melbourne
17,11,2010,54, VIC,Melbourne,Melbourne
18,11,2010,58, VIC,Melbourne,Melbourne
19,11,2010,45, VIC,Melbourne,Melbourne
20,11,2010,66, VIC,Melbourne,Melbourne
21,11,2010,75, VIC,Melbourne,Melbourne
22,11,2010,68, VIC,Melbourne,Melbourne
23,11,2010,33, VIC,Melbourne,Melbourne
24,11,2010,49, VIC,Melbourne,Melbourne
25,11,2010,89, VIC,Melbourne,Melbourne
26,11,2010,80, VIC,Melbourne,Melbourne
27,11,2010,85, VIC,Melbourne,Melbourne
28,11,2010,88, VIC,Melbourne,Melbourne
29,11,2010,68, VIC,Melbourne,Melbourne
30,11,2010,65, VIC,Melbourne,Melbourne
1,12,2010,76, VIC,Melbourne,Melbourne
2,12,2010,84, VIC,Melbourne,Melbourne
3,12,2010,59, VIC,Melbourne,Melbourne
4,12,2010,62, VIC,Melbourne,Melbourne
5,12,2010,84, VIC,Melbourne,Melbourne
6,12,2010,67, VIC,Melbourne,Melbourne
7,12,2010,52, VIC,Melbourne,Melbourne
8,12,2010,67, VIC,Melbourne,Melbourne
9,12,2010,60, VIC,Melbourne,Melbourne
10,12,2010,44, VIC,Melbourne,Melbourne
11,12,2010,55, VIC,Melbourne,Melbourne
12,12,2010,49, VIC,Melbourne,Melbourne
13,12,2010,51, VIC,Melbourne,Melbourne
14,12,2010,55, VIC,Melbourne,Melbourne
15,12,2010,44, VIC,Melbourne,Melbourne
16,12,2010,53, VIC,Melbourne,Melbourne
17,12,2010,49, VIC,Melbourne,Melbourne
18,12,2010,86, VIC,Melbourne,Melbourne
19,12,2010,49, VIC,Melbourne,Melbourne
20,12,2010,61, VIC,Melbourne,Melbourne
21,12,2010,65, VIC,Melbourne,Melbourne
22,12,2010,58, VIC,Melbourne,Melbourne
23,12,2010,56, VIC,Melbourne,Melbourne
24,12,2010,58, VIC,Melbourne,Melbourne
25,12,2010,76, VIC,Melbourne,Melbourne
26,12,2010,59, VIC,Melbourne,Melbourne
27,12,2010,61, VIC,Melbourne,Melbourne
28,12,2010,53, VIC,Melbourne,Melbourne
29,12,2010,31, VIC,Melbourne,Melbourne
30,12,2010,63, VIC,Melbourne,Melbourne
31,12,2010,58, VIC,Melbourne,Melbourne
1,1,2011,68, VIC,Melbourne,Melbourne
2,1,2011,60, VIC,Melbourne,Melbourne
3,1,2011,47, VIC,Melbourne,Melbourne
4,1,2011,60, VIC,Melbourne,Melbourne
5,1,2011,66, VIC,Melbourne,Melbourne
6,1,2011,71, VIC,Melbourne,Melbourne
7,1,2011,47, VIC,Melbourne,Melbourne
8,1,2011,52, VIC,Melbourne,Melbourne
9,1,2011,71, VIC,Melbourne,Melbourne
10,1,2011,88, VIC,Melbourne,Melbourne
11,1,2011,87, VIC,Melbourne,Melbourne
12,1,2011,88, VIC,Melbourne,Melbourne
13,1,2011,75, VIC,Melbourne,Melbourne
14,1,2011,87, VIC,Melbourne,Melbourne
15,1,2011,73, VIC,Melbourne,Melbourne
16,1,2011,79, VIC,Melbourne,Melbourne
17,1,2011,58, VIC,Melbourne,Melbourne
18,1,2011,99, VIC,Melbourne,Melbourne
19,1,2011,60, VIC,Melbourne,Melbourne
20,1,2011,70, VIC,Melbourne,Melbourne
21,1,2011,44, VIC,Melbourne,Melbourne
22,1,2011,77, VIC,Melbourne,Melbourne
23,1,2011,80, VIC,Melbourne,Melbourne
24,1,2011,86, VIC,Melbourne,Melbourne
25,1,2011,55, VIC,Melbourne,Melbourne
26,1,2011,89, VIC,Melbourne,Melbourne
27,1,2011,69, VIC,Melbourne,Melbourne
28,1,2011,52, VIC,Melbourne,Melbourne
29,1,2011,65, VIC,Melbourne,Melbourne
30,1,2011,40, VIC,Melbourne,Melbourne
31,1,2011,67, VIC,Melbourne,Melbourne
1,2,2011,32, VIC,Melbourne,Melbourne
2,2,2011,66, VIC,Melbourne,Melbourne
3,2,2011,89, VIC,Melbourne,Melbourne
4,2,2011,46.5, VIC,Melbourne,Melbourne
5,2,2011,63.5, VIC,Melbourne,Melbourne
6,2,2011,53, VIC,Melbourne,Melbourne
7,2,2011,57, VIC,Melbourne,Melbourne
8,2,2011,61, VIC,Melbourne,Melbourne
9,2,2011,69, VIC,Melbourne,Melbourne
10,2,2011,72, VIC,Melbourne,Melbourne
11,2,2011,67, VIC,Melbourne,Melbourne
12,2,2011,74.5, VIC,Melbourne,Melbourne
13,2,2011,70, VIC,Melbourne,Melbourne
14,2,2011,68, VIC,Melbourne,Melbourne
15,2,2011,72, VIC,Melbourne,Melbourne
16,2,2011,64, VIC,Melbourne,Melbourne
17,2,2011,85, VIC,Melbourne,Melbourne
18,2,2011,64, VIC,Melbourne,Melbourne
19,2,2011,60, VIC,Melbourne,Melbourne
20,2,2011,54, VIC,Melbourne,Melbourne
21,2,2011,59, VIC,Melbourne,Melbourne
22,2,2011,58, VIC,Melbourne,Melbourne
23,2,2011,63.5, VIC,Melbourne,Melbourne
24,2,2011,66, VIC,Melbourne,Melbourne
25,2,2011,73, VIC,Melbourne,Melbourne
26,2,2011,72, VIC,Melbourne,Melbourne
27,2,2011,95, VIC,Melbourne,Melbourne
28,2,2011,76, VIC,Melbourne,Melbourne
1,3,2011,67, VIC,Melbourne,Melbourne
2,3,2011,60, VIC,Melbourne,Melbourne
3,3,2011,62, VIC,Melbourne,Melbourne
4,3,2011,62, VIC,Melbourne,Melbourne
5,3,2011,48, VIC,Melbourne,Melbourne
6,3,2011,68, VIC,Melbourne,Melbourne
7,3,2011,51, VIC,Melbourne,Melbourne
8,3,2011,47, VIC,Melbourne,Melbourne
9,3,2011,80, VIC,Melbourne,Melbourne
10,3,2011,91, VIC,Melbourne,Melbourne
11,3,2011,78, VIC,Melbourne,Melbourne
12,3,2011,77, VIC,Melbourne,Melbourne
13,3,2011,69, VIC,Melbourne,Melbourne
14,3,2011,58, VIC,Melbourne,Melbourne
15,3,2011,73, VIC,Melbourne,Melbourne
16,3,2011,55, VIC,Melbourne,Melbourne
17,3,2011,52, VIC,Melbourne,Melbourne
18,3,2011,58, VIC,Melbourne,Melbourne
19,3,2011,71, VIC,Melbourne,Melbourne
20,3,2011,82, VIC,Melbourne,Melbourne
21,3,2011,70, VIC,Melbourne,Melbourne
22,3,2011,86, VIC,Melbourne,Melbourne
23,3,2011,75, VIC,Melbourne,Melbourne
24,3,2011,81, VIC,Melbourne,Melbourne
25,3,2011,74, VIC,Melbourne,Melbourne
26,3,2011,60, VIC,Melbourne,Melbourne
27,3,2011,78, VIC,Melbourne,Melbourne
28,3,2011,74, VIC,Melbourne,Melbourne
29,3,2011,82, VIC,Melbourne,Melbourne
30,3,2011,80, VIC,Melbourne,Melbourne
31,3,2011,51, VIC,Melbourne,Melbourne
1,4,2011,73.5, VIC,Melbourne,Melbourne
2,4,2011,72.5, VIC,Melbourne,Melbourne
3,4,2011,59, VIC,Melbourne,Melbourne
4,4,2011,66.5, VIC,Melbourne,Melbourne
5,4,2011,68.5, VIC,Melbourne,Melbourne
6,4,2011,49.5, VIC,Melbourne,Melbourne
7,4,2011,67, VIC,Melbourne,Melbourne
8,4,2011,74, VIC,Melbourne,Melbourne
9,4,2011,78, VIC,Melbourne,Melbourne
10,4,2011,81.5, VIC,Melbourne,Melbourne
11,4,2011,52.5, VIC,Melbourne,Melbourne
12,4,2011,71.5, VIC,Melbourne,Melbourne
13,4,2011,62, VIC,Melbourne,Melbourne
14,4,2011,57.5, VIC,Melbourne,Melbourne
15,4,2011,58, VIC,Melbourne,Melbourne
16,4,2011,77, VIC,Melbourne,Melbourne
17,4,2011,71.5, VIC,Melbourne,Melbourne
18,4,2011,66, VIC,Melbourne,Melbourne
19,4,2011,69, VIC,Melbourne,Melbourne
20,4,2011,63.5, VIC,Melbourne,Melbourne
21,4,2011,73, VIC,Melbourne,Melbourne
22,4,2011,69, VIC,Melbourne,Melbourne
23,4,2011,53, VIC,Melbourne,Melbourne
24,4,2011,78, VIC,Melbourne,Melbourne
25,4,2011,81, VIC,Melbourne,Melbourne
26,4,2011,75, VIC,Melbourne,Melbourne
27,4,2011,63.5, VIC,Melbourne,Melbourne
28,4,2011,67, VIC,Melbourne,Melbourne
29,4,2011,62, VIC,Melbourne,Melbourne
30,4,2011,81, VIC,Melbourne,Melbourne
1,5,2011,76, VIC,Melbourne,Melbourne
2,5,2011,88, VIC,Melbourne,Melbourne
3,5,2011,75, VIC,Melbourne,Melbourne
4,5,2011,75, VIC,Melbourne,Melbourne
5,5,2011,53, VIC,Melbourne,Melbourne
6,5,2011,64, VIC,Melbourne,Melbourne
7,5,2011,79, VIC,Melbourne,Melbourne
8,5,2011,76, VIC,Melbourne,Melbourne
9,5,2011,64, VIC,Melbourne,Melbourne
10,5,2011,77, VIC,Melbourne,Melbourne
11,5,2011,71, VIC,Melbourne,Melbourne
12,5,2011,95, VIC,Melbourne,Melbourne
13,5,2011,77, VIC,Melbourne,Melbourne
14,5,2011,87, VIC,Melbourne,Melbourne
15,5,2011,75, VIC,Melbourne,Melbourne
16,5,2011,59, VIC,Melbourne,Melbourne
17,5,2011,75, VIC,Melbourne,Melbourne
18,5,2011,72, VIC,Melbourne,Melbourne
19,5,2011,58, VIC,Melbourne,Melbourne
20,5,2011,58, VIC,Melbourne,Melbourne
21,5,2011,55, VIC,Melbourne,Melbourne
22,5,2011,60, VIC,Melbourne,Melbourne
23,5,2011,88, VIC,Melbourne,Melbourne
24,5,2011,73, VIC,Melbourne,Melbourne
25,5,2011,71, VIC,Melbourne,Melbourne
26,5,2011,70, VIC,Melbourne,Melbourne
27,5,2011,77, VIC,Melbourne,Melbourne
28,5,2011,90, VIC,Melbourne,Melbourne
29,5,2011,89, VIC,Melbourne,Melbourne
30,5,2011,83, VIC,Melbourne,Melbourne
31,5,2011,86, VIC,Melbourne,Melbourne
1,6,2011,80, VIC,Melbourne,Melbourne
2,6,2011,71, VIC,Melbourne,Melbourne
3,6,2011,90.5, VIC,Melbourne,Melbourne
4,6,2011,90.5, VIC,Melbourne,Melbourne
5,6,2011,59, VIC,Melbourne,Melbourne
6,6,2011,69, VIC,Melbourne,Melbourne
7,6,2011,61, VIC,Melbourne,Melbourne
8,6,2011,76.5, VIC,Melbourne,Melbourne
9,6,2011,72, VIC,Melbourne,Melbourne
10,6,2011,75.5, VIC,Melbourne,Melbourne
11,6,2011,91, VIC,Melbourne,Melbourne
12,6,2011,85, VIC,Melbourne,Melbourne
13,6,2011,93, VIC,Melbourne,Melbourne
14,6,2011,80, VIC,Melbourne,Melbourne
15,6,2011,83, VIC,Melbourne,Melbourne
16,6,2011,78, VIC,Melbourne,Melbourne
17,6,2011,67.5, VIC,Melbourne,Melbourne
18,6,2011,79.5, VIC,Melbourne,Melbourne
19,6,2011,78, VIC,Melbourne,Melbourne
20,6,2011,75, VIC,Melbourne,Melbourne
21,6,2011,63, VIC,Melbourne,Melbourne
22,6,2011,70, VIC,Melbourne,Melbourne
23,6,2011,83, VIC,Melbourne,Melbourne
24,6,2011,73, VIC,Melbourne,Melbourne
25,6,2011,82, VIC,Melbourne,Melbourne
26,6,2011,79, VIC,Melbourne,Melbourne
27,6,2011,78, VIC,Melbourne,Melbourne
28,6,2011,86, VIC,Melbourne,Melbourne
29,6,2011,82, VIC,Melbourne,Melbourne
30,6,2011,63, VIC,Melbourne,Melbourne
1,7,2011,69, VIC,Melbourne,Melbourne
2,7,2011,64, VIC,Melbourne,Melbourne
3,7,2011,53, VIC,Melbourne,Melbourne
4,7,2011,66, VIC,Melbourne,Melbourne
5,7,2011,61, VIC,Melbourne,Melbourne
6,7,2011,65, VIC,Melbourne,Melbourne
7,7,2011,75, VIC,Melbourne,Melbourne
8,7,2011,84.5, VIC,Melbourne,Melbourne
9,7,2011,78.5, VIC,Melbourne,Melbourne
10,7,2011,62.5, VIC,Melbourne,Melbourne
11,7,2011,76, VIC,Melbourne,Melbourne
12,7,2011,64, VIC,Melbourne,Melbourne
13,7,2011,82, VIC,Melbourne,Melbourne
14,7,2011,90, VIC,Melbourne,Melbourne
15,7,2011,95, VIC,Melbourne,Melbourne
16,7,2011,80, VIC,Melbourne,Melbourne
17,7,2011,75, VIC,Melbourne,Melbourne
18,7,2011,78, VIC,Melbourne,Melbourne
19,7,2011,85, VIC,Melbourne,Melbourne
20,7,2011,75, VIC,Melbourne,Melbourne
21,7,2011,79, VIC,Melbourne,Melbourne
22,7,2011,84.5, VIC,Melbourne,Melbourne
23,7,2011,82.5, VIC,Melbourne,Melbourne
24,7,2011,90, VIC,Melbourne,Melbourne
25,7,2011,91, VIC,Melbourne,Melbourne
26,7,2011,79.5, VIC,Melbourne,Melbourne
27,7,2011,87, VIC,Melbourne,Melbourne
28,7,2011,70, VIC,Melbourne,Melbourne
29,7,2011,63, VIC,Melbourne,Melbourne
30,7,2011,44, VIC,Melbourne,Melbourne
31,7,2011,65, VIC,Melbourne,Melbourne
1,8,2011,64, VIC,Melbourne,Melbourne
2,8,2011,49, VIC,Melbourne,Melbourne
3,8,2011,54, VIC,Melbourne,Melbourne
4,8,2011,31, VIC,Melbourne,Melbourne
5,8,2011,72.5, VIC,Melbourne,Melbourne
6,8,2011,76, VIC,Melbourne,Melbourne
7,8,2011,84, VIC,Melbourne,Melbourne
8,8,2011,79, VIC,Melbourne,Melbourne
9,8,2011,84, VIC,Melbourne,Melbourne
10,8,2011,82, VIC,Melbourne,Melbourne
11,8,2011,73, VIC,Melbourne,Melbourne
12,8,2011,79.5, VIC,Melbourne,Melbourne
13,8,2011,88.5, VIC,Melbourne,Melbourne
14,8,2011,80, VIC,Melbourne,Melbourne
15,8,2011,79, VIC,Melbourne,Melbourne
16,8,2011,67, VIC,Melbourne,Melbourne
17,8,2011,62, VIC,Melbourne,Melbourne
18,8,2011,78, VIC,Melbourne,Melbourne
19,8,2011,94, VIC,Melbourne,Melbourne
20,8,2011,83, VIC,Melbourne,Melbourne
21,8,2011,73, VIC,Melbourne,Melbourne
22,8,2011,73, VIC,Melbourne,Melbourne
23,8,2011,59, VIC,Melbourne,Melbourne
24,8,2011,71, VIC,Melbourne,Melbourne
25,8,2011,58, VIC,Melbourne,Melbourne
26,8,2011,60, VIC,Melbourne,Melbourne
27,8,2011,61.5, VIC,Melbourne,Melbourne
28,8,2011,62, VIC,Melbourne,Melbourne
29,8,2011,70, VIC,Melbourne,Melbourne
30,8,2011,62, VIC,Melbourne,Melbourne
31,8,2011,69, VIC,Melbourne,Melbourne
1,9,2011,82, VIC,Melbourne,Melbourne
2,9,2011,78, VIC,Melbourne,Melbourne
3,9,2011,44, VIC,Melbourne,Melbourne
4,9,2011,47, VIC,Melbourne,Melbourne
5,9,2011,66, VIC,Melbourne,Melbourne
6,9,2011,51, VIC,Melbourne,Melbourne
7,9,2011,58, VIC,Melbourne,Melbourne
8,9,2011,64, VIC,Melbourne,Melbourne
9,9,2011,90, VIC,Melbourne,Melbourne
10,9,2011,71, VIC,Melbourne,Melbourne
11,9,2011,81, VIC,Melbourne,Melbourne
12,9,2011,51, VIC,Melbourne,Melbourne
13,9,2011,52, VIC,Melbourne,Melbourne
14,9,2011,63, VIC,Melbourne,Melbourne
15,9,2011,66, VIC,Melbourne,Melbourne
16,9,2011,47, VIC,Melbourne,Melbourne
17,9,2011,59, VIC,Melbourne,Melbourne
18,9,2011,79, VIC,Melbourne,Melbourne
19,9,2011,38, VIC,Melbourne,Melbourne
20,9,2011,71, VIC,Melbourne,Melbourne
21,9,2011,63, VIC,Melbourne,Melbourne
22,9,2011,48, VIC,Melbourne,Melbourne
23,9,2011,47, VIC,Melbourne,Melbourne
24,9,2011,51, VIC,Melbourne,Melbourne
25,9,2011,61, VIC,Melbourne,Melbourne
26,9,2011,43, VIC,Melbourne,Melbourne
27,9,2011,47, VIC,Melbourne,Melbourne
28,9,2011,35, VIC,Melbourne,Melbourne
29,9,2011,86, VIC,Melbourne,Melbourne
30,9,2011,48.5, VIC,Melbourne,Melbourne
1,10,2011,59, VIC,Melbourne,Melbourne
2,10,2011,65, VIC,Melbourne,Melbourne
3,10,2011,71, VIC,Melbourne,Melbourne
4,10,2011,68, VIC,Melbourne,Melbourne
5,10,2011,69, VIC,Melbourne,Melbourne
6,10,2011,77, VIC,Melbourne,Melbourne
7,10,2011,67.5, VIC,Melbourne,Melbourne
8,10,2011,72, VIC,Melbourne,Melbourne
9,10,2011,73, VIC,Melbourne,Melbourne
10,10,2011,62, VIC,Melbourne,Melbourne
11,10,2011,60, VIC,Melbourne,Melbourne
12,10,2011,66, VIC,Melbourne,Melbourne
13,10,2011,68, VIC,Melbourne,Melbourne
14,10,2011,72, VIC,Melbourne,Melbourne
15,10,2011,63.5, VIC,Melbourne,Melbourne
16,10,2011,57, VIC,Melbourne,Melbourne
17,10,2011,55, VIC,Melbourne,Melbourne
18,10,2011,66, VIC,Melbourne,Melbourne
19,10,2011,38, VIC,Melbourne,Melbourne
20,10,2011,32, VIC,Melbourne,Melbourne
21,10,2011,63.5, VIC,Melbourne,Melbourne
22,10,2011,58.5, VIC,Melbourne,Melbourne
23,10,2011,88, VIC,Melbourne,Melbourne
24,10,2011,83, VIC,Melbourne,Melbourne
25,10,2011,70, VIC,Melbourne,Melbourne
26,10,2011,56, VIC,Melbourne,Melbourne
27,10,2011,49, VIC,Melbourne,Melbourne
28,10,2011,60.5, VIC,Melbourne,Melbourne
29,10,2011,60, VIC,Melbourne,Melbourne
30,10,2011,84, VIC,Melbourne,Melbourne
31,10,2011,60.5, VIC,Melbourne,Melbourne
1,11,2011,69, VIC,Melbourne,Melbourne
2,11,2011,74, VIC,Melbourne,Melbourne
3,11,2011,54, VIC,Melbourne,Melbourne
4,11,2011,49.5, VIC,Melbourne,Melbourne
5,11,2011,40.5, VIC,Melbourne,Melbourne
6,11,2011,37, VIC,Melbourne,Melbourne
7,11,2011,74, VIC,Melbourne,Melbourne
8,11,2011,91, VIC,Melbourne,Melbourne
9,11,2011,63, VIC,Melbourne,Melbourne
10,11,2011,61, VIC,Melbourne,Melbourne
11,11,2011,61.5, VIC,Melbourne,Melbourne
12,11,2011,37.5, VIC,Melbourne,Melbourne
13,11,2011,70, VIC,Melbourne,Melbourne
14,11,2011,48, VIC,Melbourne,Melbourne
15,11,2011,56, VIC,Melbourne,Melbourne
16,11,2011,51, VIC,Melbourne,Melbourne
17,11,2011,60, VIC,Melbourne,Melbourne
18,11,2011,72.5, VIC,Melbourne,Melbourne
19,11,2011,51.5, VIC,Melbourne,Melbourne
20,11,2011,63, VIC,Melbourne,Melbourne
21,11,2011,49, VIC,Melbourne,Melbourne
22,11,2011,62.5, VIC,Melbourne,Melbourne
23,11,2011,49, VIC,Melbourne,Melbourne
24,11,2011,60, VIC,Melbourne,Melbourne
25,11,2011,81, VIC,Melbourne,Melbourne
26,11,2011,76, VIC,Melbourne,Melbourne
27,11,2011,78, VIC,Melbourne,Melbourne
28,11,2011,78, VIC,Melbourne,Melbourne
29,11,2011,34, VIC,Melbourne,Melbourne
30,11,2011,80, VIC,Melbourne,Melbourne
1,12,2011,54, VIC,Melbourne,Melbourne
2,12,2011,50, VIC,Melbourne,Melbourne
3,12,2011,70, VIC,Melbourne,Melbourne
4,12,2011,42, VIC,Melbourne,Melbourne
5,12,2011,48, VIC,Melbourne,Melbourne
6,12,2011,55, VIC,Melbourne,Melbourne
7,12,2011,46, VIC,Melbourne,Melbourne
8,12,2011,41, VIC,Melbourne,Melbourne
9,12,2011,62, VIC,Melbourne,Melbourne
10,12,2011,45, VIC,Melbourne,Melbourne
11,12,2011,75, VIC,Melbourne,Melbourne
12,12,2011,52, VIC,Melbourne,Melbourne
13,12,2011,45, VIC,Melbourne,Melbourne
