Day,Month,Year,Humidity,State,Suburb,location,Windspeed,Date Time
8,11,2011,81.0,VIC,Mildura,Mildura Shire,15,2011-11-08
9,11,2011,71.0,VIC,Mildura,Mildura Shire,17,2011-11-09
10,11,2011,64.0,VIC,Mildura,Mildura Shire,19,2011-11-10
11,11,2011,50.0,VIC,Mildura,Mildura Shire,11,2011-11-11
12,11,2011,47.0,VIC,Mildura,Mildura Shire,13,2011-11-12
13,11,2011,39.0,VIC,Mildura,Mildura Shire,15,2011-11-13
14,11,2011,50.0,VIC,Mildura,Mildura Shire,11,2011-11-14
15,11,2011,42.0,VIC,Mildura,Mildura Shire,13,2011-11-15
16,11,2011,56.0,VIC,Mildura,Mildura Shire,13,2011-11-16
17,11,2011,58.0,VIC,Mildura,Mildura Shire,15,2011-11-17
18,11,2011,52.0,VIC,Mildura,Mildura Shire,24,2011-11-18
19,11,2011,45.0,VIC,Mildura,Mildura Shire,11,2011-11-19
20,11,2011,60.0,VIC,Mildura,Mildura Shire,20,2011-11-20
21,11,2011,53.0,VIC,Mildura,Mildura Shire,13,2011-11-21
22,11,2011,50.0,VIC,Mildura,Mildura Shire,11,2011-11-22
23,11,2011,50.0,VIC,Mildura,Mildura Shire,20,2011-11-23
24,11,2011,51.0,VIC,Mildura,Mildura Shire,24,2011-11-24
25,11,2011,90.0,VIC,Mildura,Mildura Shire,17,2011-11-25
26,11,2011,84.0,VIC,Mildura,Mildura Shire,17,2011-11-26
27,11,2011,65.0,VIC,Mildura,Mildura Shire,11,2011-11-27
28,11,2011,43.0,VIC,Mildura,Mildura Shire,15,2011-11-28
29,11,2011,23.0,VIC,Mildura,Mildura Shire,20,2011-11-29
30,11,2011,42.0,VIC,Mildura,Mildura Shire,28,2011-11-30
1,12,2011,41.0,VIC,Mildura,Mildura Shire,22,2011-12-01
2,12,2011,46.0,VIC,Mildura,Mildura Shire,26,2011-12-02
3,12,2011,50.0,VIC,Mildura,Mildura Shire,13,2011-12-03
4,12,2011,42.0,VIC,Mildura,Mildura Shire,30,2011-12-04
5,12,2011,42.0,VIC,Mildura,Mildura Shire,20,2011-12-05
6,12,2011,36.0,VIC,Mildura,Mildura Shire,20,2011-12-06
7,12,2011,37.0,VIC,Mildura,Mildura Shire,9,2011-12-07
8,12,2011,43.0,VIC,Mildura,Mildura Shire,19,2011-12-08
9,12,2011,30.0,VIC,Mildura,Mildura Shire,26,2011-12-09
10,12,2011,57.0,VIC,Mildura,Mildura Shire,9,2011-12-10
11,12,2011,71.0,VIC,Mildura,Mildura Shire,19,2011-12-11
12,12,2011,51.0,VIC,Mildura,Mildura Shire,20,2011-12-12
13,12,2011,55.0,VIC,Mildura,Mildura Shire,20,2011-12-13
14,12,2011,44.0,VIC,Mildura,Mildura Shire,20,2011-12-14
15,12,2011,43.0,VIC,Mildura,Mildura Shire,17,2011-12-15
16,12,2011,52.0,VIC,Mildura,Mildura Shire,19,2011-12-16
17,12,2011,40.0,VIC,Mildura,Mildura Shire,26,2011-12-17
18,12,2011,99.0,VIC,Mildura,Mildura Shire,6,2011-12-18
19,12,2011,76.0,VIC,Mildura,Mildura Shire,9,2011-12-19
20,12,2011,64.0,VIC,Mildura,Mildura Shire,20,2011-12-20
21,12,2011,44.0,VIC,Mildura,Mildura Shire,17,2011-12-21
22,12,2011,62.0,VIC,Mildura,Mildura Shire,9,2011-12-22
23,12,2011,53.0,VIC,Mildura,Mildura Shire,6,2011-12-23
24,12,2011,39.0,VIC,Mildura,Mildura Shire,20,2011-12-24
25,12,2011,27.0,VIC,Mildura,Mildura Shire,19,2011-12-25
26,12,2011,76.0,VIC,Mildura,Mildura Shire,19,2011-12-26
27,12,2011,64.0,VIC,Mildura,Mildura Shire,20,2011-12-27
28,12,2011,56.0,VIC,Mildura,Mildura Shire,19,2011-12-28
29,12,2011,40.0,VIC,Mildura,Mildura Shire,19,2011-12-29
30,12,2011,52.0,VIC,Mildura,Mildura Shire,17,2011-12-30
31,12,2011,33.0,VIC,Mildura,Mildura Shire,20,2011-12-31
1,1,2012,25.0,VIC,Mildura,Mildura Shire,20,2012-01-01
2,1,2012,21.0,VIC,Mildura,Mildura Shire,28,2012-01-02
3,1,2012,29.0,VIC,Mildura,Mildura Shire,11,2012-01-03
4,1,2012,52.0,VIC,Mildura,Mildura Shire,28,2012-01-04
5,1,2012,50.0,VIC,Mildura,Mildura Shire,19,2012-01-05
6,1,2012,44.0,VIC,Mildura,Mildura Shire,20,2012-01-06
7,1,2012,14.0,VIC,Mildura,Mildura Shire,28,2012-01-07
8,1,2012,95.0,VIC,Mildura,Mildura Shire,13,2012-01-08
9,1,2012,59.0,VIC,Mildura,Mildura Shire,15,2012-01-09
10,1,2012,69.0,VIC,Mildura,Mildura Shire,15,2012-01-10
11,1,2012,54.0,VIC,Mildura,Mildura Shire,24,2012-01-11
12,1,2012,44.0,VIC,Mildura,Mildura Shire,20,2012-01-12
13,1,2012,55.0,VIC,Mildura,Mildura Shire,17,2012-01-13
14,1,2012,54.0,VIC,Mildura,Mildura Shire,24,2012-01-14
15,1,2012,54.0,VIC,Mildura,Mildura Shire,19,2012-01-15
16,1,2012,34.0,VIC,Mildura,Mildura Shire,28,2012-01-16
17,1,2012,39.0,VIC,Mildura,Mildura Shire,31,2012-01-17
18,1,2012,33.0,VIC,Mildura,Mildura Shire,17,2012-01-18
19,1,2012,49.0,VIC,Mildura,Mildura Shire,20,2012-01-19
20,1,2012,45.0,VIC,Mildura,Mildura Shire,19,2012-01-20
21,1,2012,54.0,VIC,Mildura,Mildura Shire,24,2012-01-21
22,1,2012,49.0,VIC,Mildura,Mildura Shire,19,2012-01-22
23,1,2012,42.0,VIC,Mildura,Mildura Shire,24,2012-01-23
24,1,2012,50.0,VIC,Mildura,Mildura Shire,6,2012-01-24
25,1,2012,38.0,VIC,Mildura,Mildura Shire,15,2012-01-25
26,1,2012,45.0,VIC,Mildura,Mildura Shire,20,2012-01-26
27,1,2012,51.0,VIC,Mildura,Mildura Shire,20,2012-01-27
28,1,2012,65.0,VIC,Mildura,Mildura Shire,19,2012-01-28
29,1,2012,82.0,VIC,Mildura,Mildura Shire,13,2012-01-29
30,1,2012,82.0,VIC,Mildura,Mildura Shire,20,2012-01-30
31,1,2012,66.0,VIC,Mildura,Mildura Shire,19,2012-01-31
1,2,2012,56.0,VIC,Mildura,Mildura Shire,26,2012-02-01
2,2,2012,54.0,VIC,Mildura,Mildura Shire,26,2012-02-02
3,2,2012,64.0,VIC,Mildura,Mildura Shire,17,2012-02-03
4,2,2012,46.0,VIC,Mildura,Mildura Shire,6,2012-02-04
5,2,2012,29.0,VIC,Mildura,Mildura Shire,43,2012-02-05
6,2,2012,52.0,VIC,Mildura,Mildura Shire,17,2012-02-06
7,2,2012,64.0,VIC,Mildura,Mildura Shire,19,2012-02-07
8,2,2012,45.0,VIC,Mildura,Mildura Shire,17,2012-02-08
9,2,2012,48.0,VIC,Mildura,Mildura Shire,13,2012-02-09
10,2,2012,66.0,VIC,Mildura,Mildura Shire,13,2012-02-10
11,2,2012,67.0,VIC,Mildura,Mildura Shire,20,2012-02-11
12,2,2012,68.0,VIC,Mildura,Mildura Shire,13,2012-02-12
13,2,2012,57.0,VIC,Mildura,Mildura Shire,13,2012-02-13
14,2,2012,58.0,VIC,Mildura,Mildura Shire,17,2012-02-14
15,2,2012,38.0,VIC,Mildura,Mildura Shire,9,2012-02-15
16,2,2012,60.0,VIC,Mildura,Mildura Shire,22,2012-02-16
17,2,2012,66.0,VIC,Mildura,Mildura Shire,13,2012-02-17
18,2,2012,59.0,VIC,Mildura,Mildura Shire,17,2012-02-18
19,2,2012,50.0,VIC,Mildura,Mildura Shire,0,2012-02-19
20,2,2012,88.0,VIC,Mildura,Mildura Shire,7,2012-02-20
21,2,2012,75.0,VIC,Mildura,Mildura Shire,19,2012-02-21
22,2,2012,61.0,VIC,Mildura,Mildura Shire,15,2012-02-22
23,2,2012,48.0,VIC,Mildura,Mildura Shire,9,2012-02-23
24,2,2012,31.0,VIC,Mildura,Mildura Shire,15,2012-02-24
25,2,2012,37.0,VIC,Mildura,Mildura Shire,20,2012-02-25
26,2,2012,62.0,VIC,Mildura,Mildura Shire,28,2012-02-26
27,2,2012,66.0,VIC,Mildura,Mildura Shire,22,2012-02-27
28,2,2012,94.0,VIC,Mildura,Mildura Shire,11,2012-02-28
29,2,2012,89.0,VIC,Mildura,Mildura Shire,17,2012-02-29
1,3,2012,94.0,VIC,Mildura,Mildura Shire,19,2012-03-01
2,3,2012,80.0,VIC,Mildura,Mildura Shire,13,2012-03-02
3,3,2012,98.0,VIC,Mildura,Mildura Shire,9,2012-03-03
4,3,2012,94.0,VIC,Mildura,Mildura Shire,11,2012-03-04
5,3,2012,88.0,VIC,Mildura,Mildura Shire,17,2012-03-05
6,3,2012,75.0,VIC,Mildura,Mildura Shire,15,2012-03-06
7,3,2012,71.0,VIC,Mildura,Mildura Shire,24,2012-03-07
8,3,2012,75.0,VIC,Mildura,Mildura Shire,13,2012-03-08
9,3,2012,69.0,VIC,Mildura,Mildura Shire,0,2012-03-09
10,3,2012,77.0,VIC,Mildura,Mildura Shire,13,2012-03-10
11,3,2012,66.0,VIC,Mildura,Mildura Shire,7,2012-03-11
12,3,2012,64.0,VIC,Mildura,Mildura Shire,15,2012-03-12
13,3,2012,60.0,VIC,Mildura,Mildura Shire,9,2012-03-13
14,3,2012,51.0,VIC,Mildura,Mildura Shire,9,2012-03-14
15,3,2012,61.0,VIC,Mildura,Mildura Shire,22,2012-03-15
16,3,2012,91.0,VIC,Mildura,Mildura Shire,4,2012-03-16
17,3,2012,73.0,VIC,Mildura,Mildura Shire,17,2012-03-17
18,3,2012,78.0,VIC,Mildura,Mildura Shire,17,2012-03-18
19,3,2012,67.0,VIC,Mildura,Mildura Shire,20,2012-03-19
20,3,2012,67.0,VIC,Mildura,Mildura Shire,19,2012-03-20
21,3,2012,71.0,VIC,Mildura,Mildura Shire,26,2012-03-21
22,3,2012,75.0,VIC,Mildura,Mildura Shire,9,2012-03-22
23,3,2012,79.0,VIC,Mildura,Mildura Shire,15,2012-03-23
24,3,2012,83.0,VIC,Mildura,Mildura Shire,13,2012-03-24
25,3,2012,86.0,VIC,Mildura,Mildura Shire,7,2012-03-25
26,3,2012,76.0,VIC,Mildura,Mildura Shire,7,2012-03-26
27,3,2012,71.0,VIC,Mildura,Mildura Shire,9,2012-03-27
28,3,2012,66.0,VIC,Mildura,Mildura Shire,9,2012-03-28
29,3,2012,69.0,VIC,Mildura,Mildura Shire,0,2012-03-29
30,3,2012,88.0,VIC,Mildura,Mildura Shire,6,2012-03-30
31,3,2012,46.0,VIC,Mildura,Mildura Shire,15,2012-03-31
1,4,2012,60.0,VIC,Mildura,Mildura Shire,15,2012-04-01
2,4,2012,52.0,VIC,Mildura,Mildura Shire,15,2012-04-02
3,4,2012,73.0,VIC,Mildura,Mildura Shire,11,2012-04-03
4,4,2012,67.0,VIC,Mildura,Mildura Shire,9,2012-04-04
5,4,2012,56.0,VIC,Mildura,Mildura Shire,6,2012-04-05
6,4,2012,56.0,VIC,Mildura,Mildura Shire,11,2012-04-06
7,4,2012,59.0,VIC,Mildura,Mildura Shire,17,2012-04-07
8,4,2012,64.0,VIC,Mildura,Mildura Shire,7,2012-04-08
9,4,2012,79.0,VIC,Mildura,Mildura Shire,11,2012-04-09
10,4,2012,64.0,VIC,Mildura,Mildura Shire,15,2012-04-10
11,4,2012,65.0,VIC,Mildura,Mildura Shire,17,2012-04-11
12,4,2012,56.0,VIC,Mildura,Mildura Shire,11,2012-04-12
13,4,2012,43.0,VIC,Mildura,Mildura Shire,15,2012-04-13
14,4,2012,59.0,VIC,Mildura,Mildura Shire,9,2012-04-14
15,4,2012,53.0,VIC,Mildura,Mildura Shire,9,2012-04-15
16,4,2012,41.0,VIC,Mildura,Mildura Shire,7,2012-04-16
17,4,2012,68.0,VIC,Mildura,Mildura Shire,13,2012-04-17
18,4,2012,55.0,VIC,Mildura,Mildura Shire,11,2012-04-18
19,4,2012,68.0,VIC,Mildura,Mildura Shire,7,2012-04-19
20,4,2012,82.0,VIC,Mildura,Mildura Shire,9,2012-04-20
21,4,2012,69.0,VIC,Mildura,Mildura Shire,13,2012-04-21
22,4,2012,82.0,VIC,Mildura,Mildura Shire,11,2012-04-22
23,4,2012,61.0,VIC,Mildura,Mildura Shire,17,2012-04-23
24,4,2012,85.0,VIC,Mildura,Mildura Shire,17,2012-04-24
25,4,2012,85.0,VIC,Mildura,Mildura Shire,15,2012-04-25
26,4,2012,82.0,VIC,Mildura,Mildura Shire,15,2012-04-26
27,4,2012,80.0,VIC,Mildura,Mildura Shire,7,2012-04-27
28,4,2012,79.0,VIC,Mildura,Mildura Shire,9,2012-04-28
29,4,2012,86.0,VIC,Mildura,Mildura Shire,19,2012-04-29
30,4,2012,72.0,VIC,Mildura,Mildura Shire,9,2012-04-30
1,5,2012,58.0,VIC,Mildura,Mildura Shire,17,2012-05-01
2,5,2012,81.0,VIC,Mildura,Mildura Shire,22,2012-05-02
3,5,2012,80.0,VIC,Mildura,Mildura Shire,7,2012-05-03
4,5,2012,92.0,VIC,Mildura,Mildura Shire,7,2012-05-04
5,5,2012,86.0,VIC,Mildura,Mildura Shire,7,2012-05-05
6,5,2012,62.0,VIC,Mildura,Mildura Shire,0,2012-05-06
7,5,2012,57.0,VIC,Mildura,Mildura Shire,19,2012-05-07
8,5,2012,43.0,VIC,Mildura,Mildura Shire,13,2012-05-08
9,5,2012,24.0,VIC,Mildura,Mildura Shire,15,2012-05-09
10,5,2012,75.0,VIC,Mildura,Mildura Shire,7,2012-05-10
11,5,2012,68.0,VIC,Mildura,Mildura Shire,11,2012-05-11
12,5,2012,81.0,VIC,Mildura,Mildura Shire,6,2012-05-12
13,5,2012,73.0,VIC,Mildura,Mildura Shire,19,2012-05-13
14,5,2012,92.0,VIC,Mildura,Mildura Shire,13,2012-05-14
15,5,2012,86.0,VIC,Mildura,Mildura Shire,11,2012-05-15
16,5,2012,78.0,VIC,Mildura,Mildura Shire,0,2012-05-16
17,5,2012,73.0,VIC,Mildura,Mildura Shire,6,2012-05-17
18,5,2012,65.0,VIC,Mildura,Mildura Shire,15,2012-05-18
19,5,2012,84.0,VIC,Mildura,Mildura Shire,7,2012-05-19
20,5,2012,74.0,VIC,Mildura,Mildura Shire,7,2012-05-20
21,5,2012,65.0,VIC,Mildura,Mildura Shire,9,2012-05-21
22,5,2012,65.0,VIC,Mildura,Mildura Shire,6,2012-05-22
23,5,2012,47.0,VIC,Mildura,Mildura Shire,13,2012-05-23
24,5,2012,65.0,VIC,Mildura,Mildura Shire,13,2012-05-24
25,5,2012,80.0,VIC,Mildura,Mildura Shire,19,2012-05-25
26,5,2012,80.0,VIC,Mildura,Mildura Shire,15,2012-05-26
27,5,2012,84.0,VIC,Mildura,Mildura Shire,11,2012-05-27
28,5,2012,85.0,VIC,Mildura,Mildura Shire,9,2012-05-28
29,5,2012,74.0,VIC,Mildura,Mildura Shire,15,2012-05-29
30,5,2012,92.0,VIC,Mildura,Mildura Shire,7,2012-05-30
31,5,2012,79.0,VIC,Mildura,Mildura Shire,9,2012-05-31
1,6,2012,79.0,VIC,Mildura,Mildura Shire,9,2012-06-01
2,6,2012,90.0,VIC,Mildura,Mildura Shire,9,2012-06-02
3,6,2012,94.0,VIC,Mildura,Mildura Shire,17,2012-06-03
4,6,2012,91.0,VIC,Mildura,Mildura Shire,7,2012-06-04
5,6,2012,68.0,VIC,Mildura,Mildura Shire,28,2012-06-05
6,6,2012,83.0,VIC,Mildura,Mildura Shire,15,2012-06-06
7,6,2012,93.0,VIC,Mildura,Mildura Shire,9,2012-06-07
8,6,2012,94.0,VIC,Mildura,Mildura Shire,7,2012-06-08
9,6,2012,81.0,VIC,Mildura,Mildura Shire,9,2012-06-09
10,6,2012,80.0,VIC,Mildura,Mildura Shire,9,2012-06-10
11,6,2012,96.0,VIC,Mildura,Mildura Shire,12,2012-06-11
12,6,2012,90.0,VIC,Mildura,Mildura Shire,7,2012-06-12
13,6,2012,72.0,VIC,Mildura,Mildura Shire,15,2012-06-13
14,6,2012,68.0,VIC,Mildura,Mildura Shire,20,2012-06-14
15,6,2012,86.0,VIC,Mildura,Mildura Shire,11,2012-06-15
16,6,2012,75.0,VIC,Mildura,Mildura Shire,9,2012-06-16
17,6,2012,89.0,VIC,Mildura,Mildura Shire,11,2012-06-17
18,6,2012,94.0,VIC,Mildura,Mildura Shire,11,2012-06-18
19,6,2012,95.0,VIC,Mildura,Mildura Shire,7,2012-06-19
20,6,2012,83.0,VIC,Mildura,Mildura Shire,15,2012-06-20
21,6,2012,49.0,VIC,Mildura,Mildura Shire,15,2012-06-21
22,6,2012,93.0,VIC,Mildura,Mildura Shire,19,2012-06-22
23,6,2012,94.0,VIC,Mildura,Mildura Shire,12,2012-06-23
24,6,2012,78.0,VIC,Mildura,Mildura Shire,11,2012-06-24
25,6,2012,84.0,VIC,Mildura,Mildura Shire,9,2012-06-25
26,6,2012,100.0,VIC,Mildura,Mildura Shire,13,2012-06-26
27,6,2012,96.0,VIC,Mildura,Mildura Shire,10,2012-06-27
28,6,2012,91.0,VIC,Mildura,Mildura Shire,7,2012-06-28
29,6,2012,61.0,VIC,Mildura,Mildura Shire,15,2012-06-29
30,6,2012,78.0,VIC,Mildura,Mildura Shire,15,2012-06-30
1,7,2012,92.0,VIC,Mildura,Mildura Shire,17,2012-07-01
2,7,2012,88.0,VIC,Mildura,Mildura Shire,11,2012-07-02
3,7,2012,72.0,VIC,Mildura,Mildura Shire,9,2012-07-03
4,7,2012,97.0,VIC,Mildura,Mildura Shire,0,2012-07-04
5,7,2012,86.0,VIC,Mildura,Mildura Shire,16,2012-07-05
6,7,2012,86.0,VIC,Mildura,Mildura Shire,14,2012-07-06
7,7,2012,70.0,VIC,Mildura,Mildura Shire,12,2012-07-07
8,7,2012,57.0,VIC,Mildura,Mildura Shire,11,2012-07-08
9,7,2012,73.0,VIC,Mildura,Mildura Shire,9,2012-07-09
10,7,2012,97.0,VIC,Mildura,Mildura Shire,7,2012-07-10
11,7,2012,83.0,VIC,Mildura,Mildura Shire,11,2012-07-11
12,7,2012,97.0,VIC,Mildura,Mildura Shire,13,2012-07-12
13,7,2012,94.0,VIC,Mildura,Mildura Shire,7,2012-07-13
14,7,2012,83.0,VIC,Mildura,Mildura Shire,15,2012-07-14
15,7,2012,88.0,VIC,Mildura,Mildura Shire,15,2012-07-15
16,7,2012,81.0,VIC,Mildura,Mildura Shire,13,2012-07-16
17,7,2012,81.0,VIC,Mildura,Mildura Shire,9,2012-07-17
18,7,2012,82.0,VIC,Mildura,Mildura Shire,9,2012-07-18
19,7,2012,92.0,VIC,Mildura,Mildura Shire,16,2012-07-19
20,7,2012,87.0,VIC,Mildura,Mildura Shire,7,2012-07-20
21,7,2012,100.0,VIC,Mildura,Mildura Shire,11,2012-07-21
22,7,2012,100.0,VIC,Mildura,Mildura Shire,9,2012-07-22
23,7,2012,87.0,VIC,Mildura,Mildura Shire,0,2012-07-23
24,7,2012,79.0,VIC,Mildura,Mildura Shire,11,2012-07-24
25,7,2012,72.0,VIC,Mildura,Mildura Shire,15,2012-07-25
26,7,2012,83.0,VIC,Mildura,Mildura Shire,15,2012-07-26
27,7,2012,88.0,VIC,Mildura,Mildura Shire,15,2012-07-27
28,7,2012,95.0,VIC,Mildura,Mildura Shire,13,2012-07-28
29,7,2012,94.0,VIC,Mildura,Mildura Shire,11,2012-07-29
30,7,2012,92.0,VIC,Mildura,Mildura Shire,11,2012-07-30
31,7,2012,85.0,VIC,Mildura,Mildura Shire,9,2012-07-31
1,8,2012,91.0,VIC,Mildura,Mildura Shire,14,2012-08-01
2,8,2012,74.0,VIC,Mildura,Mildura Shire,9,2012-08-02
3,8,2012,60.0,VIC,Mildura,Mildura Shire,13,2012-08-03
4,8,2012,64.0,VIC,Mildura,Mildura Shire,13,2012-08-04
5,8,2012,42.0,VIC,Mildura,Mildura Shire,15,2012-08-05
6,8,2012,88.0,VIC,Mildura,Mildura Shire,9,2012-08-06
7,8,2012,66.0,VIC,Mildura,Mildura Shire,19,2012-08-07
8,8,2012,43.0,VIC,Mildura,Mildura Shire,17,2012-08-08
9,8,2012,87.0,VIC,Mildura,Mildura Shire,15,2012-08-09
10,8,2012,86.0,VIC,Mildura,Mildura Shire,13,2012-08-10
11,8,2012,80.0,VIC,Mildura,Mildura Shire,13,2012-08-11
12,8,2012,85.0,VIC,Mildura,Mildura Shire,13,2012-08-12
13,8,2012,85.0,VIC,Mildura,Mildura Shire,11,2012-08-13
14,8,2012,76.0,VIC,Mildura,Mildura Shire,13,2012-08-14
15,8,2012,79.0,VIC,Mildura,Mildura Shire,9,2012-08-15
16,8,2012,89.0,VIC,Mildura,Mildura Shire,17,2012-08-16
17,8,2012,75.0,VIC,Mildura,Mildura Shire,30,2012-08-17
18,8,2012,75.0,VIC,Mildura,Mildura Shire,17,2012-08-18
19,8,2012,84.0,VIC,Mildura,Mildura Shire,9,2012-08-19
20,8,2012,70.0,VIC,Mildura,Mildura Shire,13,2012-08-20
21,8,2012,42.0,VIC,Mildura,Mildura Shire,28,2012-08-21
22,8,2012,36.0,VIC,Mildura,Mildura Shire,19,2012-08-22
23,8,2012,86.0,VIC,Mildura,Mildura Shire,15,2012-08-23
24,8,2012,72.0,VIC,Mildura,Mildura Shire,19,2012-08-24
25,8,2012,79.0,VIC,Mildura,Mildura Shire,15,2012-08-25
26,8,2012,87.0,VIC,Mildura,Mildura Shire,11,2012-08-26
27,8,2012,63.0,VIC,Mildura,Mildura Shire,17,2012-08-27
28,8,2012,37.0,VIC,Mildura,Mildura Shire,22,2012-08-28
29,8,2012,54.0,VIC,Mildura,Mildura Shire,15,2012-08-29
30,8,2012,68.0,VIC,Mildura,Mildura Shire,20,2012-08-30
31,8,2012,73.0,VIC,Mildura,Mildura Shire,13,2012-08-31
1,9,2012,97.0,VIC,Mildura,Mildura Shire,7,2012-09-01
2,9,2012,38.0,VIC,Mildura,Mildura Shire,19,2012-09-02
3,9,2012,30.0,VIC,Mildura,Mildura Shire,15,2012-09-03
4,9,2012,20.0,VIC,Mildura,Mildura Shire,22,2012-09-04
5,9,2012,15.0,VIC,Mildura,Mildura Shire,28,2012-09-05
6,9,2012,51.0,VIC,Mildura,Mildura Shire,24,2012-09-06
7,9,2012,66.0,VIC,Mildura,Mildura Shire,30,2012-09-07
8,9,2012,67.0,VIC,Mildura,Mildura Shire,24,2012-09-08
9,9,2012,47.0,VIC,Mildura,Mildura Shire,20,2012-09-09
10,9,2012,49.0,VIC,Mildura,Mildura Shire,13,2012-09-10
11,9,2012,48.0,VIC,Mildura,Mildura Shire,6,2012-09-11
12,9,2012,21.0,VIC,Mildura,Mildura Shire,19,2012-09-12
13,9,2012,68.0,VIC,Mildura,Mildura Shire,22,2012-09-13
14,9,2012,64.0,VIC,Mildura,Mildura Shire,13,2012-09-14
15,9,2012,54.0,VIC,Mildura,Mildura Shire,9,2012-09-15
16,9,2012,58.0,VIC,Mildura,Mildura Shire,6,2012-09-16
17,9,2012,77.0,VIC,Mildura,Mildura Shire,11,2012-09-17
18,9,2012,84.0,VIC,Mildura,Mildura Shire,11,2012-09-18
19,9,2012,71.0,VIC,Mildura,Mildura Shire,9,2012-09-19
20,9,2012,36.0,VIC,Mildura,Mildura Shire,28,2012-09-20
21,9,2012,64.0,VIC,Mildura,Mildura Shire,19,2012-09-21
22,9,2012,46.0,VIC,Mildura,Mildura Shire,17,2012-09-22
23,9,2012,52.0,VIC,Mildura,Mildura Shire,22,2012-09-23
24,9,2012,54.0,VIC,Mildura,Mildura Shire,17,2012-09-24
25,9,2012,46.0,VIC,Mildura,Mildura Shire,15,2012-09-25
26,9,2012,22.0,VIC,Mildura,Mildura Shire,28,2012-09-26
27,9,2012,8.0,VIC,Mildura,Mildura Shire,24,2012-09-27
28,9,2012,37.0,VIC,Mildura,Mildura Shire,19,2012-09-28
29,9,2012,53.0,VIC,Mildura,Mildura Shire,19,2012-09-29
30,9,2012,56.0,VIC,Mildura,Mildura Shire,17,2012-09-30
1,10,2012,66.0,VIC,Mildura,Mildura Shire,15,2012-10-01
2,10,2012,53.0,VIC,Mildura,Mildura Shire,13,2012-10-02
3,10,2012,34.0,VIC,Mildura,Mildura Shire,15,2012-10-03
4,10,2012,18.0,VIC,Mildura,Mildura Shire,17,2012-10-04
5,10,2012,54.0,VIC,Mildura,Mildura Shire,15,2012-10-05
6,10,2012,80.0,VIC,Mildura,Mildura Shire,9,2012-10-06
7,10,2012,77.0,VIC,Mildura,Mildura Shire,13,2012-10-07
8,10,2012,62.0,VIC,Mildura,Mildura Shire,7,2012-10-08
9,10,2012,53.0,VIC,Mildura,Mildura Shire,17,2012-10-09
10,10,2012,67.0,VIC,Mildura,Mildura Shire,9,2012-10-10
11,10,2012,79.0,VIC,Mildura,Mildura Shire,17,2012-10-11
12,10,2012,77.0,VIC,Mildura,Mildura Shire,19,2012-10-12
13,10,2012,61.0,VIC,Mildura,Mildura Shire,13,2012-10-13
14,10,2012,52.0,VIC,Mildura,Mildura Shire,11,2012-10-14
15,10,2012,20.0,VIC,Mildura,Mildura Shire,19,2012-10-15
16,10,2012,49.0,VIC,Mildura,Mildura Shire,17,2012-10-16
17,10,2012,60.0,VIC,Mildura,Mildura Shire,13,2012-10-17
18,10,2012,40.0,VIC,Mildura,Mildura Shire,19,2012-10-18
19,10,2012,17.0,VIC,Mildura,Mildura Shire,13,2012-10-19
20,10,2012,70.0,VIC,Mildura,Mildura Shire,15,2012-10-20
21,10,2012,57.0,VIC,Mildura,Mildura Shire,20,2012-10-21
22,10,2012,53.0,VIC,Mildura,Mildura Shire,19,2012-10-22
23,10,2012,18.0,VIC,Mildura,Mildura Shire,37,2012-10-23
24,10,2012,14.0,VIC,Mildura,Mildura Shire,28,2012-10-24
25,10,2012,60.0,VIC,Mildura,Mildura Shire,20,2012-10-25
26,10,2012,47.0,VIC,Mildura,Mildura Shire,13,2012-10-26
27,10,2012,51.0,VIC,Mildura,Mildura Shire,17,2012-10-27
28,10,2012,54.0,VIC,Mildura,Mildura Shire,17,2012-10-28
29,10,2012,35.0,VIC,Mildura,Mildura Shire,9,2012-10-29
30,10,2012,23.0,VIC,Mildura,Mildura Shire,13,2012-10-30
31,10,2012,21.0,VIC,Mildura,Mildura Shire,19,2012-10-31
1,11,2012,63.0,VIC,Mildura,Mildura Shire,22,2012-11-01
2,11,2012,55.0,VIC,Mildura,Mildura Shire,24,2012-11-02
3,11,2012,45.0,VIC,Mildura,Mildura Shire,13,2012-11-03
4,11,2012,21.0,VIC,Mildura,Mildura Shire,20,2012-11-04
5,11,2012,16.0,VIC,Mildura,Mildura Shire,15,2012-11-05
6,11,2012,47.0,VIC,Mildura,Mildura Shire,13,2012-11-06
7,11,2012,59.0,VIC,Mildura,Mildura Shire,9,2012-11-07
8,11,2012,64.0,VIC,Mildura,Mildura Shire,19,2012-11-08
9,11,2012,51.0,VIC,Mildura,Mildura Shire,24,2012-11-09
10,11,2012,37.0,VIC,Mildura,Mildura Shire,19,2012-11-10
11,11,2012,22.0,VIC,Mildura,Mildura Shire,17,2012-11-11
12,11,2012,20.0,VIC,Mildura,Mildura Shire,17,2012-11-12
13,11,2012,46.0,VIC,Mildura,Mildura Shire,20,2012-11-13
14,11,2012,44.0,VIC,Mildura,Mildura Shire,13,2012-11-14
15,11,2012,25.0,VIC,Mildura,Mildura Shire,9,2012-11-15
16,11,2012,65.0,VIC,Mildura,Mildura Shire,22,2012-11-16
17,11,2012,53.0,VIC,Mildura,Mildura Shire,17,2012-11-17
18,11,2012,56.0,VIC,Mildura,Mildura Shire,22,2012-11-18
